ref_area,period_dt,closing_stock_level,direct_use,from_other_sources,indigenous_production,refinery_observed_intake,statistical_difference,stock_change,total_exports,total_imports,transfer_backflow
PE,2023-09-01,0.0,0.0,,255.0,0.0,255.0,0.0,0.0,0.0,
PE,2023-10-01,0.0,0.0,,252.0,0.0,252.0,0.0,0.0,0.0,
PE,2023-11-01,0.0,0.0,,229.0,0.0,229.0,0.0,0.0,0.0,
PE,2023-12-01,0.0,0.0,,244.0,0.0,244.0,0.0,0.0,0.0,
PE,2024-01-01,0.0,0.0,,262.0,0.0,262.0,0.0,0.0,0.0,
PE,2024-02-01,0.0,0.0,,243.0,0.0,243.0,0.0,0.0,0.0,
PE,2024-03-01,0.0,0.0,,243.0,0.0,243.0,0.0,0.0,0.0,
PE,2024-04-01,0.0,0.0,,241.0,0.0,241.0,0.0,0.0,0.0,
PE,2024-05-01,0.0,0.0,,260.0,0.0,260.0,0.0,0.0,0.0,
PE,2024-06-01,0.0,0.0,,250.0,0.0,250.0,0.0,0.0,0.0,
PE,2024-07-01,0.0,0.0,,246.0,0.0,246.0,0.0,0.0,0.0,
PE,2024-12-01,0.0,0.0,,247.0,0.0,247.0,0.0,0.0,0.0,
PE,2025-01-01,0.0,0.0,,214.0,0.0,214.0,0.0,0.0,0.0,
PE,2025-02-01,0.0,0.0,,227.0,0.0,227.0,0.0,0.0,0.0,
PE,2025-03-01,0.0,0.0,,251.0,0.0,251.0,0.0,0.0,0.0,
PE,2025-04-01,0.0,0.0,,202.0,0.0,202.0,0.0,0.0,0.0,
PE,2025-05-01,0.0,0.0,,219.0,0.0,219.0,0.0,0.0,0.0,
PE,2025-06-01,0.0,0.0,,231.0,0.0,231.0,0.0,0.0,0.0,
PE,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PE,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PE,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PE,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PE,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-07-01,,,,,,0.0,,,,
PG,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PG,2022-10-01,,,,,,0.0,,,,
PG,2022-11-01,,,,,,0.0,,,,
PG,2022-12-01,,,,,,0.0,,,,
PG,2023-01-01,,,,,,0.0,,,,
PG,2023-02-01,,,,,,0.0,,,,
PG,2023-03-01,,,,,,0.0,,,,
PG,2023-04-01,,,,,,0.0,,,,
PG,2023-05-01,,,,,,0.0,,,,
PG,2023-06-01,,,,,,0.0,,,,
PG,2023-07-01,,,,,,0.0,,,,
PG,2023-08-01,,,,,,0.0,,,,
PG,2023-09-01,,,,,,0.0,,,,
PG,2023-10-01,,,,,,0.0,,,,
PG,2023-11-01,,,,,,0.0,,,,
PG,2023-12-01,,,,,,0.0,,,,
PG,2024-01-01,,,,,,0.0,,,,
PG,2024-02-01,,,,,,0.0,,,,
PG,2024-03-01,,,,,,0.0,,,,
PG,2024-04-01,,,,,,0.0,,,,
PG,2024-05-01,,,,,,0.0,,,,
PG,2024-06-01,,,,,,0.0,,,,
PG,2024-07-01,,,,,,0.0,,,,
PG,2024-08-01,,,,,,0.0,,,,
PG,2024-09-01,,,,,,0.0,,,,
PG,2024-10-01,,,,,,0.0,,,,
PG,2024-11-01,,,,,,0.0,,,,
PG,2024-12-01,,,,,,0.0,,,,
PG,2025-01-01,,,,,,0.0,,,,
PG,2025-02-01,,,,,,0.0,,,,
PG,2025-03-01,,,,,,0.0,,,,
PG,2025-04-01,,,,,,0.0,,,,
PG,2025-05-01,,,,,,0.0,,,,
PG,2025-06-01,,,,,,0.0,,,,
PG,2025-07-01,,,,,,0.0,,,,
PG,2025-08-01,,,,,,0.0,,,,
PG,2025-09-01,,,,,,0.0,,,,
PG,2025-10-01,,,,,,0.0,,,,
PG,2025-11-01,,,,,,0.0,,,,
PG,2025-12-01,,,,,,0.0,,,,
PG,2026-01-01,,,,,,0.0,,,,
PH,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PH,2025-07-01,,,,,,0.0,,,,
PH,2025-08-01,,,,,,0.0,,,,
PH,2025-09-01,,,,,,0.0,,,,
PH,2025-10-01,,,,,,0.0,,,,
PH,2025-11-01,,,,,,0.0,,,,
PH,2025-12-01,,,,,,0.0,,,,
PL,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PL,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2020-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2021-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2022-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2023-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2024-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-03-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-04-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-05-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-06-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-07-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-08-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-09-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-10-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-11-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2025-12-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2026-01-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
PT,2026-02-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
RO,2020-01-01,6.0,0.0,,12.0,7.0,4.0,1.0,0.0,0.0,
RO,2020-02-01,5.0,0.0,,10.0,6.0,5.0,-1.0,0.0,0.0,
RO,2020-03-01,5.0,0.0,,10.0,5.0,5.0,0.0,0.0,0.0,
RO,2020-04-01,5.0,0.0,,9.0,6.0,3.0,0.0,0.0,0.0,
RO,2020-05-01,3.0,0.0,,9.0,6.0,5.0,-2.0,0.0,0.0,
RO,2020-06-01,4.0,0.0,,9.0,5.0,3.0,1.0,0.0,0.0,
RO,2020-07-01,6.0,0.0,,9.0,3.0,4.0,2.0,0.0,0.0,
RO,2020-08-01,5.0,0.0,,11.0,6.0,6.0,-1.0,0.0,0.0,
RO,2020-09-01,4.0,0.0,,11.0,7.0,5.0,-1.0,0.0,0.0,
RO,2020-10-01,5.0,0.0,,11.0,6.0,4.0,1.0,0.0,0.0,
RO,2020-11-01,5.0,0.0,,11.0,7.0,4.0,0.0,0.0,0.0,
RO,2020-12-01,5.0,0.0,,11.0,6.0,5.0,0.0,0.0,0.0,
RO,2021-01-01,4.0,0.0,,11.0,7.0,5.0,-1.0,0.0,0.0,
RO,2021-02-01,4.0,0.0,,9.0,5.0,4.0,0.0,0.0,0.0,
RO,2021-03-01,4.0,0.0,,11.0,5.0,6.0,0.0,0.0,0.0,
RO,2021-04-01,5.0,0.0,,11.0,6.0,4.0,1.0,0.0,0.0,
RO,2021-05-01,4.0,0.0,,11.0,6.0,6.0,-1.0,0.0,0.0,
RO,2021-06-01,4.0,0.0,,11.0,6.0,5.0,0.0,0.0,0.0,
RO,2021-07-01,4.0,0.0,,9.0,5.0,4.0,0.0,0.0,0.0,
RO,2021-08-01,5.0,0.0,,9.0,6.0,2.0,1.0,0.0,0.0,
RO,2021-09-01,4.0,0.0,,10.0,6.0,5.0,-1.0,0.0,0.0,
RO,2021-10-01,4.0,0.0,,10.0,6.0,4.0,0.0,0.0,0.0,
RO,2021-11-01,4.0,0.0,,10.0,6.0,4.0,0.0,0.0,0.0,
RO,2021-12-01,5.0,0.0,,11.0,6.0,4.0,1.0,0.0,0.0,
RO,2022-01-01,4.0,0.0,,10.0,7.0,4.0,-1.0,0.0,0.0,
RO,2022-02-01,4.0,0.0,,9.0,6.0,3.0,0.0,0.0,0.0,
RO,2022-03-01,5.0,0.0,,10.0,6.0,3.0,1.0,0.0,0.0,
RO,2022-04-01,4.0,0.0,,9.0,6.0,4.0,-1.0,0.0,0.0,
RO,2022-05-01,4.0,0.0,,10.0,7.0,3.0,0.0,0.0,0.0,
RO,2022-06-01,4.0,0.0,,9.0,6.0,3.0,0.0,0.0,0.0,
RO,2022-07-01,4.0,0.0,,9.0,7.0,2.0,0.0,0.0,0.0,
RO,2022-08-01,3.0,0.0,,6.0,5.0,2.0,-1.0,0.0,0.0,
RO,2022-09-01,5.0,0.0,,8.0,4.0,2.0,2.0,0.0,0.0,
RO,2022-10-01,10.0,0.0,,9.0,1.0,3.0,5.0,0.0,0.0,
RO,2022-11-01,6.0,0.0,,9.0,11.0,2.0,-4.0,0.0,0.0,
RO,2022-12-01,6.0,0.0,,10.0,6.0,4.0,0.0,0.0,0.0,
RO,2023-01-01,5.0,0.0,,10.0,6.0,5.0,-1.0,0.0,0.0,
RO,2023-02-01,4.0,0.0,,9.0,6.0,4.0,-1.0,0.0,0.0,
RO,2023-03-01,5.0,0.0,,10.0,6.0,3.0,1.0,0.0,0.0,
RO,2023-04-01,5.0,0.0,,9.0,4.0,5.0,0.0,0.0,0.0,
RO,2023-05-01,8.0,0.0,,6.0,0.0,3.0,3.0,0.0,0.0,
RO,2023-06-01,5.0,0.0,,8.0,5.0,6.0,-3.0,0.0,0.0,
RO,2023-07-01,5.0,0.0,,9.0,6.0,3.0,0.0,0.0,0.0,
RO,2023-08-01,4.0,0.0,,9.0,5.0,5.0,-1.0,0.0,0.0,
RO,2023-09-01,5.0,0.0,,9.0,5.0,3.0,1.0,0.0,0.0,
RO,2023-10-01,5.0,0.0,,8.0,6.0,2.0,0.0,0.0,0.0,
RO,2023-11-01,5.0,0.0,,9.0,5.0,4.0,0.0,0.0,0.0,
RO,2023-12-01,4.0,0.0,,9.0,6.0,4.0,-1.0,0.0,0.0,
RO,2024-01-01,5.0,0.0,,9.0,5.0,3.0,1.0,0.0,0.0,
RO,2024-02-01,4.0,0.0,,9.0,6.0,4.0,-1.0,0.0,0.0,
RO,2024-03-01,4.0,0.0,,9.0,6.0,3.0,0.0,0.0,0.0,
RO,2024-04-01,5.0,0.0,,9.0,5.0,3.0,1.0,0.0,0.0,
RO,2024-05-01,4.0,0.0,,9.0,7.0,3.0,-1.0,0.0,0.0,
RO,2024-06-01,5.0,0.0,,9.0,6.0,2.0,1.0,0.0,0.0,
RO,2024-07-01,5.0,0.0,,8.0,5.0,3.0,0.0,0.0,0.0,
RO,2024-08-01,5.0,0.0,,9.0,5.0,4.0,0.0,0.0,0.0,
RO,2024-09-01,5.0,0.0,,8.0,6.0,2.0,0.0,0.0,0.0,
RO,2024-10-01,5.0,0.0,,10.0,6.0,4.0,0.0,0.0,0.0,
RO,2024-11-01,5.0,0.0,,9.0,5.0,4.0,0.0,0.0,0.0,
RO,2024-12-01,5.0,0.0,,11.0,6.0,5.0,0.0,0.0,0.0,
RO,2025-01-01,5.0,0.0,,11.0,6.0,5.0,0.0,0.0,0.0,
RO,2025-02-01,6.0,0.0,,9.0,6.0,2.0,1.0,0.0,0.0,
